RespondentID,Price,Brand,SolutionQuality,Difficulty,Design,Rating
11,14000,National,Basic,Medium,단색,3.86
11,14000,National,Basic,Medium,풀컬러,4.91
11,14000,National,Basic,Hard,단색,4.22
11,14000,National,Basic,Hard,풀컬러,4.76
11,14000,National,Advanced,Easy,단색,4.5
11,14000,National,Advanced,Easy,풀컬러,5.05
11,14000,National,Advanced,Medium,단색,4.63
11,14000,National,Advanced,Medium,풀컬러,4.38
11,14000,National,Advanced,Hard,단색,4.57
11,14000,National,Advanced,Hard,풀컬러,5.41
11,16000,Local,Basic,Easy,단색,2.02
11,16000,Local,Basic,Easy,풀컬러,3.21
11,16000,Local,Basic,Medium,단색,2.4
11,16000,Local,Basic,Medium,풀컬러,3.72
11,16000,Local,Basic,Hard,단색,3.14
11,16000,Local,Basic,Hard,풀컬러,3.25
11,16000,Local,Advanced,Easy,단색,3.02
11,16000,Local,Advanced,Easy,풀컬러,3.77
11,16000,Local,Advanced,Medium,단색,3.03
11,16000,Local,Advanced,Medium,풀컬러,3.95
11,16000,Local,Advanced,Hard,단색,3.14
11,16000,Local,Advanced,Hard,풀컬러,3.75
11,16000,National,Basic,Easy,단색,3.74
11,16000,National,Basic,Easy,풀컬러,4.43
11,16000,National,Basic,Medium,단색,3.41
11,16000,National,Basic,Medium,풀컬러,4.61
11,16000,National,Basic,Hard,단색,3.66
11,16000,National,Basic,Hard,풀컬러,4.62
11,16000,National,Advanced,Easy,단색,4.5
11,16000,National,Advanced,Easy,풀컬러,4.93
11,16000,National,Advanced,Medium,단색,4.49
11,16000,National,Advanced,Medium,풀컬러,4.88
11,16000,National,Advanced,Hard,단색,4.49
11,16000,National,Advanced,Hard,풀컬러,5.18
11,18000,Local,Basic,Easy,단색,1.98
11,18000,Local,Basic,Easy,풀컬러,2.9
11,18000,Local,Basic,Medium,단색,1.84
11,18000,Local,Basic,Medium,풀컬러,2.9
11,18000,Local,Basic,Hard,단색,2.42
11,18000,Local,Basic,Hard,풀컬러,3.17
11,18000,Local,Advanced,Easy,단색,2.83
11,18000,Local,Advanced,Easy,풀컬러,3.63
11,18000,Local,Advanced,Medium,단색,3.15
11,18000,Local,Advanced,Medium,풀컬러,4.01
11,18000,Local,Advanced,Hard,단색,3.01
11,18000,Local,Advanced,Hard,풀컬러,3.59
11,18000,National,Basic,Easy,단색,3.13
11,18000,National,Basic,Easy,풀컬러,3.99
11,18000,National,Basic,Medium,단색,3.43
11,18000,National,Basic,Medium,풀컬러,4.01
11,18000,National,Basic,Hard,단색,3.35
11,18000,National,Basic,Hard,풀컬러,4.3
11,18000,National,Advanced,Easy,단색,4.19
11,18000,National,Advanced,Easy,풀컬러,5.02
11,18000,National,Advanced,Medium,단색,4.07
11,18000,National,Advanced,Medium,풀컬러,4.82
11,18000,National,Advanced,Hard,단색,4.16
11,18000,National,Advanced,Hard,풀컬러,5.13
11,20000,Local,Basic,Easy,단색,1.79
11,20000,Local,Basic,Easy,풀컬러,2.98
11,20000,Local,Basic,Medium,단색,1.61
11,20000,Local,Basic,Medium,풀컬러,2.8
11,20000,Local,Basic,Hard,단색,2.44
11,20000,Local,Basic,Hard,풀컬러,3.16
11,20000,Local,Advanced,Easy,단색,3.55
11,20000,Local,Advanced,Easy,풀컬러,3.61
11,20000,Local,Advanced,Medium,단색,2.54
11,20000,Local,Advanced,Medium,풀컬러,3.58
11,20000,Local,Advanced,Hard,단색,2.51
11,20000,Local,Advanced,Hard,풀컬러,3.78
11,20000,National,Basic,Easy,단색,3.08
11,20000,National,Basic,Easy,풀컬러,4.31
11,20000,National,Basic,Medium,단색,3.26
11,20000,National,Basic,Medium,풀컬러,4.1
11,20000,National,Basic,Hard,단색,3.44
11,20000,National,Basic,Hard,풀컬러,4.86
11,20000,National,Advanced,Easy,단색,3.93
11,20000,National,Advanced,Easy,풀컬러,5.29
11,20000,National,Advanced,Medium,단색,4.37
11,20000,National,Advanced,Medium,풀컬러,4.98
11,20000,National,Advanced,Hard,단색,4.44
11,20000,National,Advanced,Hard,풀컬러,5.16
11,22000,Local,Basic,Easy,단색,1.31
11,22000,Local,Basic,Easy,풀컬러,2.58
11,22000,Local,Basic,Medium,단색,2.24
11,22000,Local,Basic,Medium,풀컬러,2.75
11,22000,Local,Basic,Hard,단색,1.76
11,22000,Local,Basic,Hard,풀컬러,2.95
11,22000,Local,Advanced,Easy,단색,3.1
11,22000,Local,Advanced,Easy,풀컬러,3.74
11,22000,Local,Advanced,Medium,단색,2.67
11,22000,Local,Advanced,Medium,풀컬러,3.75
11,22000,Local,Advanced,Hard,단색,2.78
11,22000,Local,Advanced,Hard,풀컬러,3.15
11,22000,National,Basic,Easy,단색,2.94
11,22000,National,Basic,Easy,풀컬러,4.41
11,22000,National,Basic,Medium,단색,3.23
11,22000,National,Basic,Medium,풀컬러,3.96
11,22000,National,Basic,Hard,단색,3.42
11,22000,National,Basic,Hard,풀컬러,4.81
11,22000,National,Advanced,Easy,단색,4.4
11,22000,National,Advanced,Easy,풀컬러,5.3
11,22000,National,Advanced,Medium,단색,3.97
11,22000,National,Advanced,Medium,풀컬러,4.83
11,22000,National,Advanced,Hard,단색,3.76
11,22000,National,Advanced,Hard,풀컬러,5.38
11,24000,Local,Basic,Easy,단색,1.38
11,24000,Local,Basic,Easy,풀컬러,2.58
11,24000,Local,Basic,Medium,단색,1.5
11,24000,Local,Basic,Medium,풀컬러,2.44
11,24000,Local,Basic,Hard,단색,1.77
11,24000,Local,Basic,Hard,풀컬러,2.64
11,24000,Local,Advanced,Easy,단색,2.26
11,24000,Local,Advanced,Easy,풀컬러,3.05
11,24000,Local,Advanced,Medium,단색,2.78
11,24000,Local,Advanced,Medium,풀컬러,2.99
11,24000,Local,Advanced,Hard,단색,2.79
11,24000,Local,Advanced,Hard,풀컬러,3.88
11,24000,National,Basic,Easy,단색,2.95
11,24000,National,Basic,Easy,풀컬러,3.62
11,24000,National,Basic,Medium,단색,3.13
11,24000,National,Basic,Medium,풀컬러,4.29
11,24000,National,Basic,Hard,단색,3.46
11,24000,National,Basic,Hard,풀컬러,3.98
11,24000,National,Advanced,Easy,단색,3.95
11,24000,National,Advanced,Easy,풀컬러,4.21
11,24000,National,Advanced,Medium,단색,4.11
11,24000,National,Advanced,Medium,풀컬러,4.76
11,24000,National,Advanced,Hard,단색,4.01
11,24000,National,Advanced,Hard,풀컬러,4.58
11,26000,Local,Basic,Easy,단색,1.3
11,26000,Local,Basic,Easy,풀컬러,2.53
11,26000,Local,Basic,Medium,단색,2.03
11,26000,Local,Basic,Medium,풀컬러,2.28
11,26000,Local,Basic,Hard,단색,2.0
11,26000,Local,Basic,Hard,풀컬러,2.05
11,26000,Local,Advanced,Easy,단색,2.09
11,26000,Local,Advanced,Easy,풀컬러,3.06
11,26000,Local,Advanced,Medium,단색,2.09
11,26000,Local,Advanced,Medium,풀컬러,2.89
11,26000,Local,Advanced,Hard,단색,2.37
11,26000,Local,Advanced,Hard,풀컬러,3.46
11,26000,National,Basic,Easy,단색,2.93
11,26000,National,Basic,Easy,풀컬러,3.06
11,26000,National,Basic,Medium,단색,2.45
11,26000,National,Basic,Medium,풀컬러,3.65
11,26000,National,Basic,Hard,단색,3.43
11,26000,National,Basic,Hard,풀컬러,3.21
11,26000,National,Advanced,Easy,단색,3.54
11,26000,National,Advanced,Easy,풀컬러,4.28
11,26000,National,Advanced,Medium,단색,4.21
11,26000,National,Advanced,Medium,풀컬러,4.42
11,26000,National,Advanced,Hard,단색,4.11
11,26000,National,Advanced,Hard,풀컬러,4.78
11,28000,Local,Basic,Easy,단색,1.0
11,28000,Local,Basic,Easy,풀컬러,2.46
11,28000,Local,Basic,Medium,단색,1.57
11,28000,Local,Basic,Medium,풀컬러,2.48
11,28000,Local,Basic,Hard,단색,2.88
11,28000,Local,Basic,Hard,풀컬러,1.9
11,28000,Local,Advanced,Easy,단색,2.62
11,28000,Local,Advanced,Easy,풀컬러,2.84
11,28000,Local,Advanced,Medium,단색,2.29
11,28000,Local,Advanced,Medium,풀컬러,3.02
11,28000,Local,Advanced,Hard,단색,2.28
11,28000,Local,Advanced,Hard,풀컬러,3.06
11,28000,National,Basic,Easy,단색,2.98
11,28000,National,Basic,Easy,풀컬러,3.18
11,28000,National,Basic,Medium,단색,3.2
11,28000,National,Basic,Medium,풀컬러,3.61
11,28000,National,Basic,Hard,단색,2.84
11,28000,National,Basic,Hard,풀컬러,3.8
11,28000,National,Advanced,Easy,단색,3.96
11,28000,National,Advanced,Easy,풀컬러,4.17
11,28000,National,Advanced,Medium,단색,3.79
11,28000,National,Advanced,Medium,풀컬러,4.22
11,28000,National,Advanced,Hard,단색,4.11
11,28000,National,Advanced,Hard,풀컬러,4.84
12,8000,Local,Basic,Easy,단색,4.33
12,8000,Local,Basic,Easy,풀컬러,5.25
12,8000,Local,Basic,Medium,단색,4.51
12,8000,Local,Basic,Medium,풀컬러,5.54
12,8000,Local,Basic,Hard,단색,4.47
12,8000,Local,Basic,Hard,풀컬러,5.57
12,8000,Local,Advanced,Easy,단색,5.03
12,8000,Local,Advanced,Easy,풀컬러,5.73
12,8000,Local,Advanced,Medium,단색,5.21
12,8000,Local,Advanced,Medium,풀컬러,5.92
12,8000,Local,Advanced,Hard,단색,5.35
12,8000,Local,Advanced,Hard,풀컬러,6.11
12,8000,National,Basic,Easy,단색,5.85
12,8000,National,Basic,Easy,풀컬러,6.32
12,8000,National,Basic,Medium,단색,5.74
12,8000,National,Basic,Medium,풀컬러,5.98
12,8000,National,Basic,Hard,단색,5.41
12,8000,National,Basic,Hard,풀컬러,6.61
12,8000,National,Advanced,Easy,단색,6.34
12,8000,National,Advanced,Easy,풀컬러,7.0
12,8000,National,Advanced,Medium,단색,6.0
12,8000,National,Advanced,Medium,풀컬러,6.75
12,8000,National,Advanced,Hard,단색,5.88
12,8000,National,Advanced,Hard,풀컬러,6.9
12,10000,Local,Basic,Easy,단색,4.52
12,10000,Local,Basic,Easy,풀컬러,4.76
12,10000,Local,Basic,Medium,단색,4.52
12,10000,Local,Basic,Medium,풀컬러,4.95
12,10000,Local,Basic,Hard,단색,4.62
12,10000,Local,Basic,Hard,풀컬러,4.86
12,10000,Local,Advanced,Easy,단색,4.95
12,10000,Local,Advanced,Easy,풀컬러,4.71
12,10000,Local,Advanced,Medium,단색,4.97
12,10000,Local,Advanced,Medium,풀컬러,5.22
12,10000,Local,Advanced,Hard,단색,5.59
12,10000,Local,Advanced,Hard,풀컬러,6.14
12,10000,National,Basic,Easy,단색,5.4
12,10000,National,Basic,Easy,풀컬러,6.38
12,10000,National,Basic,Medium,단색,5.08
12,10000,National,Basic,Medium,풀컬러,6.54
12,10000,National,Basic,Hard,단색,5.84
12,10000,National,Basic,Hard,풀컬러,6.15
12,10000,National,Advanced,Easy,단색,6.3
12,10000,National,Advanced,Easy,풀컬러,6.29
12,10000,National,Advanced,Medium,단색,5.82
12,10000,National,Advanced,Medium,풀컬러,6.54
12,10000,National,Advanced,Hard,단색,6.11
12,10000,National,Advanced,Hard,풀컬러,6.6
12,12000,Local,Basic,Easy,단색,4.43
12,12000,Local,Basic,Easy,풀컬러,4.68
12,12000,Local,Basic,Medium,단색,4.27
12,12000,Local,Basic,Medium,풀컬러,4.69
12,12000,Local,Basic,Hard,단색,3.82
12,12000,Local,Basic,Hard,풀컬러,5.14
12,12000,Local,Advanced,Easy,단색,4.19
12,12000,Local,Advanced,Easy,풀컬러,5.44
12,12000,Local,Advanced,Medium,단색,4.45
12,12000,Local,Advanced,Medium,풀컬러,6.16
12,12000,Local,Advanced,Hard,단색,5.34
12,12000,Local,Advanced,Hard,풀컬러,5.79
12,12000,National,Basic,Easy,단색,5.53
12,12000,National,Basic,Easy,풀컬러,5.57
12,12000,National,Basic,Medium,단색,5.42
12,12000,National,Basic,Medium,풀컬러,5.98
12,12000,National,Basic,Hard,단색,5.53
12,12000,National,Basic,Hard,풀컬러,6.5
12,12000,National,Advanced,Easy,단색,6.07
12,12000,National,Advanced,Easy,풀컬러,6.61
12,12000,National,Advanced,Medium,단색,5.46
12,12000,National,Advanced,Medium,풀컬러,6.33
12,12000,National,Advanced,Hard,단색,6.12
12,12000,National,Advanced,Hard,풀컬러,6.85
12,14000,Local,Basic,Easy,단색,3.57
12,14000,Local,Basic,Easy,풀컬러,5.34
12,14000,Local,Basic,Medium,단색,4.46
12,14000,Local,Basic,Medium,풀컬러,4.9
12,14000,Local,Basic,Hard,단색,4.23
12,14000,Local,Basic,Hard,풀컬러,4.85
12,14000,Local,Advanced,Easy,단색,4.32
12,14000,Local,Advanced,Easy,풀컬러,5.34
12,14000,Local,Advanced,Medium,단색,4.78
12,14000,Local,Advanced,Medium,풀컬러,5.04
12,14000,Local,Advanced,Hard,단색,5.0
12,14000,Local,Advanced,Hard,풀컬러,5.57
12,14000,National,Basic,Easy,단색,4.47
12,14000,National,Basic,Easy,풀컬러,5.46
12,14000,National,Basic,Medium,단색,5.02
12,14000,National,Basic,Medium,풀컬러,6.39
12,14000,National,Basic,Hard,단색,5.51
12,14000,National,Basic,Hard,풀컬러,5.62
12,14000,National,Advanced,Easy,단색,5.89
12,14000,National,Advanced,Easy,풀컬러,5.95
12,14000,National,Advanced,Medium,단색,6.17
12,14000,National,Advanced,Medium,풀컬러,6.38
12,14000,National,Advanced,Hard,단색,6.01
12,14000,National,Advanced,Hard,풀컬러,7.0
12,16000,Local,Basic,Easy,단색,3.36
12,16000,Local,Basic,Easy,풀컬러,4.05
12,16000,Local,Basic,Medium,단색,3.67
12,16000,Local,Basic,Medium,풀컬러,4.88
12,16000,Local,Basic,Hard,단색,3.59
12,16000,Local,Basic,Hard,풀컬러,3.92
12,16000,Local,Advanced,Easy,단색,4.31
12,16000,Local,Advanced,Easy,풀컬러,5.34
12,16000,Local,Advanced,Medium,단색,4.9
12,16000,Local,Advanced,Medium,풀컬러,5.13
12,16000,Local,Advanced,Hard,단색,4.62
12,16000,Local,Advanced,Hard,풀컬러,5.82
12,16000,National,Basic,Easy,단색,4.37
12,16000,National,Basic,Easy,풀컬러,5.5
12,16000,National,Basic,Medium,단색,5.09
12,16000,National,Basic,Medium,풀컬러,5.85
12,16000,National,Basic,Hard,단색,5.08
12,16000,National,Basic,Hard,풀컬러,5.93
12,16000,National,Advanced,Easy,단색,4.88
12,16000,National,Advanced,Easy,풀컬러,6.12
12,16000,National,Advanced,Medium,단색,5.86
12,16000,National,Advanced,Medium,풀컬러,6.12
12,16000,National,Advanced,Hard,단색,5.95
12,16000,National,Advanced,Hard,풀컬러,6.75
12,18000,Local,Basic,Easy,단색,3.48
12,18000,Local,Basic,Easy,풀컬러,4.38
12,18000,Local,Basic,Medium,단색,3.4
12,18000,Local,Basic,Medium,풀컬러,4.37
12,18000,Local,Basic,Hard,단색,4.07
12,18000,Local,Basic,Hard,풀컬러,4.68
12,18000,Local,Advanced,Easy,단색,4.11
12,18000,Local,Advanced,Easy,풀컬러,5.1
12,18000,Local,Advanced,Medium,단색,4.6
12,18000,Local,Advanced,Medium,풀컬러,4.51
12,18000,Local,Advanced,Hard,단색,4.93
12,18000,Local,Advanced,Hard,풀컬러,5.23
12,18000,National,Basic,Easy,단색,4.94
12,18000,National,Basic,Easy,풀컬러,5.88
12,18000,National,Basic,Medium,단색,4.5
12,18000,National,Basic,Medium,풀컬러,5.4
12,18000,National,Basic,Hard,단색,5.03
12,18000,National,Basic,Hard,풀컬러,5.58
12,18000,National,Advanced,Easy,단색,6.04
12,18000,National,Advanced,Easy,풀컬러,5.96
12,18000,National,Advanced,Medium,단색,5.45
12,18000,National,Advanced,Medium,풀컬러,6.38
12,18000,National,Advanced,Hard,단색,5.46
12,18000,National,Advanced,Hard,풀컬러,6.4
12,20000,Local,Basic,Easy,단색,3.52
12,20000,Local,Basic,Easy,풀컬러,4.08
12,20000,Local,Basic,Medium,단색,3.5
12,20000,Local,Basic,Medium,풀컬러,4.13
12,20000,Local,Basic,Hard,단색,3.27
12,20000,Local,Basic,Hard,풀컬러,4.58
12,20000,Local,Advanced,Easy,단색,4.65
12,20000,Local,Advanced,Easy,풀컬러,4.89
12,20000,Local,Advanced,Medium,단색,4.29
12,20000,Local,Advanced,Medium,풀컬러,5.19
12,20000,Local,Advanced,Hard,단색,4.04
12,20000,Local,Advanced,Hard,풀컬러,5.7
12,20000,National,Basic,Easy,단색,4.77
12,20000,National,Basic,Easy,풀컬러,5.91
12,20000,National,Basic,Medium,단색,4.58
12,20000,National,Basic,Medium,풀컬러,6.06
12,20000,National,Basic,Hard,단색,5.24
12,20000,National,Basic,Hard,풀컬러,5.88
12,20000,National,Advanced,Easy,단색,5.47
12,20000,National,Advanced,Easy,풀컬러,6.04
12,20000,National,Advanced,Medium,단색,5.86
12,20000,National,Advanced,Medium,풀컬러,6.26
12,20000,National,Advanced,Hard,단색,5.11
12,20000,National,Advanced,Hard,풀컬러,6.08
12,22000,Local,Basic,Easy,단색,3.21
12,22000,Local,Basic,Easy,풀컬러,4.13
12,22000,Local,Basic,Medium,단색,3.35
12,22000,Local,Basic,Medium,풀컬러,4.51
12,22000,Local,Basic,Hard,단색,2.98
12,22000,Local,Basic,Hard,풀컬러,4.38
12,22000,Local,Advanced,Easy,단색,3.42
12,22000,Local,Advanced,Easy,풀컬러,4.97
12,22000,Local,Advanced,Medium,단색,4.04
12,22000,Local,Advanced,Medium,풀컬러,4.97
12,22000,Local,Advanced,Hard,단색,4.01
12,22000,Local,Advanced,Hard,풀컬러,5.42
12,22000,National,Basic,Easy,단색,4.9
12,22000,National,Basic,Easy,풀컬러,5.49
12,22000,National,Basic,Medium,단색,4.65
12,22000,National,Basic,Medium,풀컬러,5.59
12,22000,National,Basic,Hard,단색,4.68
12,22000,National,Basic,Hard,풀컬러,5.87
12,22000,National,Advanced,Easy,단색,5.79
12,22000,National,Advanced,Easy,풀컬러,6.34
12,22000,National,Advanced,Medium,단색,5.17
12,22000,National,Advanced,Medium,풀컬러,6.22
12,22000,National,Advanced,Hard,단색,5.2
12,22000,National,Advanced,Hard,풀컬러,6.49
12,24000,Local,Basic,Easy,단색,3.24
12,24000,Local,Basic,Easy,풀컬러,3.34
12,24000,Local,Basic,Medium,단색,2.86
12,24000,Local,Basic,Medium,풀컬러,3.91
12,24000,Local,Basic,Hard,단색,3.31
12,24000,Local,Basic,Hard,풀컬러,3.83
12,24000,Local,Advanced,Easy,단색,3.92
12,24000,Local,Advanced,Easy,풀컬러,4.67
12,24000,Local,Advanced,Medium,단색,3.85
12,24000,Local,Advanced,Medium,풀컬러,4.47
12,24000,Local,Advanced,Hard,단색,4.42
12,24000,Local,Advanced,Hard,풀컬러,5.39
12,24000,National,Basic,Easy,단색,4.34
12,24000,National,Basic,Easy,풀컬러,5.03
12,24000,National,Basic,Medium,단색,4.73
12,24000,National,Basic,Medium,풀컬러,5.21
12,24000,National,Basic,Hard,단색,4.74
12,24000,National,Basic,Hard,풀컬러,5.74
12,24000,National,Advanced,Easy,단색,4.61
12,24000,National,Advanced,Easy,풀컬러,6.31
12,24000,National,Advanced,Medium,단색,5.3
12,24000,National,Advanced,Medium,풀컬러,5.89
12,24000,National,Advanced,Hard,단색,5.45
12,24000,National,Advanced,Hard,풀컬러,6.2
12,26000,Local,Basic,Easy,단색,2.42
12,26000,Local,Basic,Easy,풀컬러,4.2
12,26000,Local,Basic,Medium,단색,3.06
12,26000,Local,Basic,Medium,풀컬러,3.99
12,26000,Local,Basic,Hard,단색,3.53
12,26000,Local,Basic,Hard,풀컬러,3.75
12,26000,Local,Advanced,Easy,단색,3.79
12,26000,Local,Advanced,Easy,풀컬러,4.37
12,26000,Local,Advanced,Medium,단색,4.0
12,26000,Local,Advanced,Medium,풀컬러,3.91
12,26000,Local,Advanced,Hard,단색,3.91
12,26000,Local,Advanced,Hard,풀컬러,4.57
12,26000,National,Basic,Easy,단색,4.5
12,26000,National,Basic,Easy,풀컬러,5.25
12,26000,National,Basic,Medium,단색,4.26
12,26000,National,Basic,Medium,풀컬러,5.0
12,26000,National,Basic,Hard,단색,4.64
12,26000,National,Basic,Hard,풀컬러,5.14
12,26000,National,Advanced,Easy,단색,5.32
12,26000,National,Advanced,Easy,풀컬러,5.7
12,26000,National,Advanced,Medium,단색,4.3
12,26000,National,Advanced,Medium,풀컬러,5.8
12,26000,National,Advanced,Hard,단색,5.06
12,26000,National,Advanced,Hard,풀컬러,5.62
12,28000,Local,Basic,Easy,단색,2.41
12,28000,Local,Basic,Easy,풀컬러,3.64
12,28000,Local,Basic,Medium,단색,3.28
12,28000,Local,Basic,Medium,풀컬러,3.8
12,28000,Local,Basic,Hard,단색,2.9
12,28000,Local,Basic,Hard,풀컬러,4.05
12,28000,Local,Advanced,Easy,단색,3.35
12,28000,Local,Advanced,Easy,풀컬러,4.1
12,28000,Local,Advanced,Medium,단색,3.24
12,28000,Local,Advanced,Medium,풀컬러,3.88
12,28000,Local,Advanced,Hard,단색,3.67
12,28000,Local,Advanced,Hard,풀컬러,4.66
12,28000,National,Basic,Easy,단색,4.23
12,28000,National,Basic,Easy,풀컬러,4.89
12,28000,National,Basic,Medium,단색,4.07
12,28000,National,Basic,Medium,풀컬러,5.3
12,28000,National,Basic,Hard,단색,4.16
12,28000,National,Basic,Hard,풀컬러,5.55
12,28000,National,Advanced,Easy,단색,4.66
12,28000,National,Advanced,Easy,풀컬러,5.49
12,28000,National,Advanced,Medium,단색,4.62
12,28000,National,Advanced,Medium,풀컬러,5.66
12,28000,National,Advanced,Hard,단색,5.55
12,28000,National,Advanced,Hard,풀컬러,6.17
13,8000,Local,Basic,Easy,단색,4.11
13,8000,Local,Basic,Easy,풀컬러,4.28
13,8000,Local,Basic,Medium,단색,3.95
13,8000,Local,Basic,Medium,풀컬러,4.48
13,8000,Local,Basic,Hard,단색,4.65
13,8000,Local,Basic,Hard,풀컬러,4.55
13,8000,Local,Advanced,Easy,단색,4.92
13,8000,Local,Advanced,Easy,풀컬러,5.58
13,8000,Local,Advanced,Medium,단색,5.3
13,8000,Local,Advanced,Medium,풀컬러,5.29
13,8000,Local,Advanced,Hard,단색,5.16
13,8000,Local,Advanced,Hard,풀컬러,6.3
13,8000,National,Basic,Easy,단색,4.76
13,8000,National,Basic,Easy,풀컬러,5.13
13,8000,National,Basic,Medium,단색,4.48
13,8000,National,Basic,Medium,풀컬러,5.9
13,8000,National,Basic,Hard,단색,4.68
13,8000,National,Basic,Hard,풀컬러,5.77
13,8000,National,Advanced,Easy,단색,5.77
13,8000,National,Advanced,Easy,풀컬러,6.34
13,8000,National,Advanced,Medium,단색,5.87
13,8000,National,Advanced,Medium,풀컬러,6.45
13,8000,National,Advanced,Hard,단색,6.32
13,8000,National,Advanced,Hard,풀컬러,6.3
13,10000,Local,Basic,Easy,단색,3.59
13,10000,Local,Basic,Easy,풀컬러,4.24
13,10000,Local,Basic,Medium,단색,4.14
13,10000,Local,Basic,Medium,풀컬러,4.84
13,10000,Local,Basic,Hard,단색,4.22
13,10000,Local,Basic,Hard,풀컬러,5.12
13,10000,Local,Advanced,Easy,단색,4.14
13,10000,Local,Advanced,Easy,풀컬러,5.67
13,10000,Local,Advanced,Medium,단색,5.05
13,10000,Local,Advanced,Medium,풀컬러,5.49
13,10000,Local,Advanced,Hard,단색,5.32
13,10000,Local,Advanced,Hard,풀컬러,4.97
13,10000,National,Basic,Easy,단색,4.67
13,10000,National,Basic,Easy,풀컬러,5.26
13,10000,National,Basic,Medium,단색,5.15
13,10000,National,Basic,Medium,풀컬러,5.27
13,10000,National,Basic,Hard,단색,5.36
13,10000,National,Basic,Hard,풀컬러,6.2
13,10000,National,Advanced,Easy,단색,5.74
13,10000,National,Advanced,Easy,풀컬러,6.27
13,10000,National,Advanced,Medium,단색,5.33
13,10000,National,Advanced,Medium,풀컬러,6.03
13,10000,National,Advanced,Hard,단색,6.2
13,10000,National,Advanced,Hard,풀컬러,6.72
13,12000,Local,Basic,Easy,단색,3.62
13,12000,Local,Basic,Easy,풀컬러,4.2
13,12000,Local,Basic,Medium,단색,3.12
13,12000,Local,Basic,Medium,풀컬러,4.1
13,12000,Local,Basic,Hard,단색,4.5
13,12000,Local,Basic,Hard,풀컬러,4.24
13,12000,Local,Advanced,Easy,단색,4.39
13,12000,Local,Advanced,Easy,풀컬러,5.33
13,12000,Local,Advanced,Medium,단색,4.05
13,12000,Local,Advanced,Medium,풀컬러,5.18
13,12000,Local,Advanced,Hard,단색,4.91
13,12000,Local,Advanced,Hard,풀컬러,5.33
13,12000,National,Basic,Easy,단색,5.58
13,12000,National,Basic,Easy,풀컬러,4.88
13,12000,National,Basic,Medium,단색,5.13
13,12000,National,Basic,Medium,풀컬러,5.43
13,12000,National,Basic,Hard,단색,5.25
13,12000,National,Basic,Hard,풀컬러,5.82
13,12000,National,Advanced,Easy,단색,5.2
13,12000,National,Advanced,Easy,풀컬러,6.15
13,12000,National,Advanced,Medium,단색,4.96
13,12000,National,Advanced,Medium,풀컬러,6.37
13,12000,National,Advanced,Hard,단색,5.81
13,12000,National,Advanced,Hard,풀컬러,6.58
13,14000,Local,Basic,Easy,단색,3.79
13,14000,Local,Basic,Easy,풀컬러,4.29
13,14000,Local,Basic,Medium,단색,3.61
13,14000,Local,Basic,Medium,풀컬러,4.02
13,14000,Local,Basic,Hard,단색,3.56
13,14000,Local,Basic,Hard,풀컬러,4.84
13,14000,Local,Advanced,Easy,단색,4.6
13,14000,Local,Advanced,Easy,풀컬러,4.81
13,14000,Local,Advanced,Medium,단색,4.28
13,14000,Local,Advanced,Medium,풀컬러,4.71
13,14000,Local,Advanced,Hard,단색,4.82
13,14000,Local,Advanced,Hard,풀컬러,5.38
13,14000,National,Basic,Easy,단색,5.19
13,14000,National,Basic,Easy,풀컬러,5.02
13,14000,National,Basic,Medium,단색,4.59
13,14000,National,Basic,Medium,풀컬러,5.45
13,14000,National,Basic,Hard,단색,5.1
13,14000,National,Basic,Hard,풀컬러,5.52
13,14000,National,Advanced,Easy,단색,5.04
13,14000,National,Advanced,Easy,풀컬러,6.25
13,14000,National,Advanced,Medium,단색,5.62
13,14000,National,Advanced,Medium,풀컬러,5.81
13,14000,National,Advanced,Hard,단색,6.01
13,14000,National,Advanced,Hard,풀컬러,6.63
13,16000,Local,Basic,Easy,단색,3.35
13,16000,Local,Basic,Easy,풀컬러,4.06
13,16000,Local,Basic,Medium,단색,3.58
13,16000,Local,Basic,Medium,풀컬러,3.88
13,16000,Local,Basic,Hard,단색,3.62
13,16000,Local,Basic,Hard,풀컬러,3.69
13,16000,Local,Advanced,Easy,단색,4.27
13,16000,Local,Advanced,Easy,풀컬러,4.27
13,16000,Local,Advanced,Medium,단색,4.56
13,16000,Local,Advanced,Medium,풀컬러,4.74
13,16000,Local,Advanced,Hard,단색,4.25
13,16000,Local,Advanced,Hard,풀컬러,4.85
13,16000,National,Basic,Easy,단색,4.41
13,16000,National,Basic,Easy,풀컬러,5.61
13,16000,National,Basic,Medium,단색,3.85
13,16000,National,Basic,Medium,풀컬러,5.67
13,16000,National,Basic,Hard,단색,4.89
13,16000,National,Basic,Hard,풀컬러,5.12
13,16000,National,Advanced,Easy,단색,4.87
13,16000,National,Advanced,Easy,풀컬러,6.39
13,16000,National,Advanced,Medium,단색,5.01
13,16000,National,Advanced,Medium,풀컬러,5.64
13,16000,National,Advanced,Hard,단색,5.83
13,16000,National,Advanced,Hard,풀컬러,6.28
13,18000,Local,Basic,Easy,단색,2.87
13,18000,Local,Basic,Easy,풀컬러,3.96
13,18000,Local,Basic,Medium,단색,2.94
13,18000,Local,Basic,Medium,풀컬러,4.32
13,18000,Local,Basic,Hard,단색,3.77
13,18000,Local,Basic,Hard,풀컬러,4.35
13,18000,Local,Advanced,Easy,단색,3.96
13,18000,Local,Advanced,Easy,풀컬러,5.12
